0; 4.4084e-4
0; 3.8900e-4
0; 3.0708e-4
0; 2.8491e-4
0; 3.1590e-4
0; 2.8515e-4
0; 2.7609e-4
0; 2.7299e-4
0; 2.6989e-4
0; 2.6107e-4

14; 2.1481e-1
7; 5.1489e-3
14; 1.3700e-3
140; 3.9001e-3
0; 9.5487e-4
3; 1.1048e-3
0; 8.0919e-4
0; 7.6008e-4
14; 1.1249e-3
14; 1.0929e-3

23; 2.5520e-3
73; 3.7498e-3
415; 1.3589e-2
153; 6.2001e-3
322; 1.1168e-2
191; 1.6994e-2
412; 1.2766e-2
146; 5.6119e-3
85; 4.7660e-3
133; 5.5292e-3

4; 1.8041e-3
26; 2.2460e-3
0; 1.6520e-3
6; 2.1210e-3
0; 1.6849e-3
14; 2.0211e-3
18; 1.9760e-3
9; 1.9460e-3
3; 1.7331e-3
15; 2.0521e-3

20805; 8.0839e-1
12393; 4.8893e-1
10349; 4.1417e-1
6466; 2.6484e-1
20480; 8.1620e-1
7570; 3.2485e-1
8895; 4.2570e-1
8221; 3.2977e-1
16969; 6.7695e-1
14804; 5.8000e-1

